index,Year,Period,Week Ending,State,State ANSI,Watershed,Data Item,Value,CV (%)
173,2016,APR THRU JUN,,UTAH,49,,ADDED & REPLACED,"12,000",
174,2016,APR THRU JUN,,VERMONT,50,,ADDED & REPLACED,480,
175,2016,APR THRU JUN,,VIRGINIA,51,,ADDED & REPLACED,"2,200",
176,2016,APR THRU JUN,,WASHINGTON,53,,ADDED & REPLACED,"21,000",
177,2016,APR THRU JUN,,WEST VIRGINIA,54,,ADDED & REPLACED,"2,600",
178,2016,APR THRU JUN,,WISCONSIN,55,,ADDED & REPLACED,"17,500",
179,2016,APR THRU JUN,,WYOMING,56,,ADDED & REPLACED,"7,500",
180,2016,JUL THRU SEP,,ALABAMA,1,,ADDED & REPLACED,440,
181,2016,JUL THRU SEP,,ARIZONA,4,,ADDED & REPLACED,"3,200",
182,2016,JUL THRU SEP,,ARKANSAS,5,,ADDED & REPLACED,270,
183,2016,JUL THRU SEP,,CALIFORNIA,6,,ADDED & REPLACED,"33,000",
184,2016,JUL THRU SEP,,COLORADO,8,,ADDED & REPLACED,"1,100",
185,2016,JUL THRU SEP,,CONNECTICUT,9,,ADDED & REPLACED,890,
186,2016,JUL THRU SEP,,FLORIDA,12,,ADDED & REPLACED,"62,000",
187,2016,JUL THRU SEP,,GEORGIA,13,,ADDED & REPLACED,"12,500",
188,2016,JUL THRU SEP,,HAWAII,15,,ADDED & REPLACED,430,
189,2016,JUL THRU SEP,,IDAHO,16,,ADDED & REPLACED,"1,900",
190,2016,JUL THRU SEP,,ILLINOIS,17,,ADDED & REPLACED,850,
191,2016,JUL THRU SEP,,INDIANA,18,,ADDED & REPLACED,450,
192,2016,JUL THRU SEP,,IOWA,19,,ADDED & REPLACED,"10,500",
193,2016,JUL THRU SEP,,KANSAS,20,,ADDED & REPLACED,310,
194,2016,JUL THRU SEP,,KENTUCKY,21,,ADDED & REPLACED,900,
195,2016,JUL THRU SEP,,LOUISIANA,22,,ADDED & REPLACED,"2,600",
196,2016,JUL THRU SEP,,MAINE,23,,ADDED & REPLACED,240,
197,2016,JUL THRU SEP,,MARYLAND,24,,ADDED & REPLACED,400,
198,2016,JUL THRU SEP,,MASSACHUSETTS,25,,ADDED & REPLACED,450,
199,2016,JUL THRU SEP,,MICHIGAN,26,,ADDED & REPLACED,"11,000",
200,2016,JUL THRU SEP,,MINNESOTA,27,,ADDED & REPLACED,"1,300",
201,2016,JUL THRU SEP,,MISSISSIPPI,28,,ADDED & REPLACED,750,
202,2016,JUL THRU SEP,,MISSOURI,29,,ADDED & REPLACED,480,
203,2016,JUL THRU SEP,,MONTANA,30,,ADDED & REPLACED,"4,100",
204,2016,JUL THRU SEP,,NEBRASKA,31,,ADDED & REPLACED,390,
205,2016,JUL THRU SEP,,NEW JERSEY,34,,ADDED & REPLACED,120,
206,2016,JUL THRU SEP,,NEW MEXICO,35,,ADDED & REPLACED,"2,000",
207,2016,JUL THRU SEP,,NEW YORK,36,,ADDED & REPLACED,"1,900",
208,2016,JUL THRU SEP,,NORTH CAROLINA,37,,ADDED & REPLACED,"1,400",
209,2016,JUL THRU SEP,,NORTH DAKOTA,38,,ADDED & REPLACED,"25,000",
210,2016,JUL THRU SEP,,OHIO,39,,ADDED & REPLACED,980,
211,2016,JUL THRU SEP,,OKLAHOMA,40,,ADDED & REPLACED,30,
212,2016,JUL THRU SEP,,OREGON,41,,ADDED & REPLACED,"2,900",
213,2016,JUL THRU SEP,,PENNSYLVANIA,42,,ADDED & REPLACED,680,
214,2016,JUL THRU SEP,,SOUTH CAROLINA,45,,ADDED & REPLACED,990,
215,2016,JUL THRU SEP,,SOUTH DAKOTA,46,,ADDED & REPLACED,"4,200",
216,2016,JUL THRU SEP,,TENNESSEE,47,,ADDED & REPLACED,340,
217,2016,JUL THRU SEP,,TEXAS,48,,ADDED & REPLACED,"12,500",
218,2016,JUL THRU SEP,,UTAH,49,,ADDED & REPLACED,"1,200",
219,2016,JUL THRU SEP,,VERMONT,50,,ADDED & REPLACED,170,
220,2016,JUL THRU SEP,,VIRGINIA,51,,ADDED & REPLACED,460,
221,2016,JUL THRU SEP,,WASHINGTON,53,,ADDED & REPLACED,"7,500",
222,2016,JUL THRU SEP,,WEST VIRGINIA,54,,ADDED & REPLACED,130,
223,2016,JUL THRU SEP,,WISCONSIN,55,,ADDED & REPLACED,880,
224,2016,JUL THRU SEP,,WYOMING,56,,ADDED & REPLACED,"1,800",
225,2016,OCT THRU DEC,,ALABAMA,1,,ADDED & REPLACED,50,
226,2016,OCT THRU DEC,,ARIZONA,4,,ADDED & REPLACED,"4,600",
227,2016,OCT THRU DEC,,ARKANSAS,5,,ADDED & REPLACED,20,
228,2016,OCT THRU DEC,,CALIFORNIA,6,,ADDED & REPLACED,"40,000",
229,2016,OCT THRU DEC,,COLORADO,8,,ADDED & REPLACED,"2,500",
230,2016,OCT THRU DEC,,CONNECTICUT,9,,ADDED & REPLACED,0,
231,2016,OCT THRU DEC,,FLORIDA,12,,ADDED & REPLACED,"31,000",
232,2016,OCT THRU DEC,,GEORGIA,13,,ADDED & REPLACED,"12,000",
233,2016,OCT THRU DEC,,HAWAII,15,,ADDED & REPLACED,60,
234,2016,OCT THRU DEC,,IDAHO,16,,ADDED & REPLACED,"5,000",
235,2016,OCT THRU DEC,,ILLINOIS,17,,ADDED & REPLACED,0,
236,2016,OCT THRU DEC,,INDIANA,18,,ADDED & REPLACED,20,
237,2016,OCT THRU DEC,,IOWA,19,,ADDED & REPLACED,0,
238,2016,OCT THRU DEC,,KANSAS,20,,ADDED & REPLACED,200,
239,2016,OCT THRU DEC,,KENTUCKY,21,,ADDED & REPLACED,60,
240,2016,OCT THRU DEC,,LOUISIANA,22,,ADDED & REPLACED,250,
241,2016,OCT THRU DEC,,MAINE,23,,ADDED & REPLACED,0,
242,2016,OCT THRU DEC,,MARYLAND,24,,ADDED & REPLACED,20,
243,2016,OCT THRU DEC,,MASSACHUSETTS,25,,ADDED & REPLACED,0,
244,2016,OCT THRU DEC,,MICHIGAN,26,,ADDED & REPLACED,10,
245,2016,OCT THRU DEC,,MINNESOTA,27,,ADDED & REPLACED,0,
246,2016,OCT THRU DEC,,MISSISSIPPI,28,,ADDED & REPLACED,330,
247,2016,OCT THRU DEC,,MISSOURI,29,,ADDED & REPLACED,"1,400",
248,2016,OCT THRU DEC,,MONTANA,30,,ADDED & REPLACED,"2,700",
249,2016,OCT THRU DEC,,NEBRASKA,31,,ADDED & REPLACED,190,
250,2016,OCT THRU DEC,,NEW JERSEY,34,,ADDED & REPLACED,400,
251,2016,OCT THRU DEC,,NEW MEXICO,35,,ADDED & REPLACED,"1,100",
252,2016,OCT THRU DEC,,NEW YORK,36,,ADDED & REPLACED,240,
253,2016,OCT THRU DEC,,NORTH CAROLINA,37,,ADDED & REPLACED,220,
254,2016,OCT THRU DEC,,NORTH DAKOTA,38,,ADDED & REPLACED,"13,500",
255,2016,OCT THRU DEC,,OHIO,39,,ADDED & REPLACED,20,
256,2016,OCT THRU DEC,,OKLAHOMA,40,,ADDED & REPLACED,120,
257,2016,OCT THRU DEC,,OREGON,41,,ADDED & REPLACED,"1,500",
258,2016,OCT THRU DEC,,PENNSYLVANIA,42,,ADDED & REPLACED,120,
259,2016,OCT THRU DEC,,SOUTH CAROLINA,45,,ADDED & REPLACED,760,
260,2016,OCT THRU DEC,,SOUTH DAKOTA,46,,ADDED & REPLACED,0,
261,2016,OCT THRU DEC,,TENNESSEE,47,,ADDED & REPLACED,120,
262,2016,OCT THRU DEC,,TEXAS,48,,ADDED & REPLACED,"2,200",
263,2016,OCT THRU DEC,,UTAH,49,,ADDED & REPLACED,440,
264,2016,OCT THRU DEC,,VERMONT,50,,ADDED & REPLACED,20,
265,2016,OCT THRU DEC,,VIRGINIA,51,,ADDED & REPLACED,230,
266,2016,OCT THRU DEC,,WASHINGTON,53,,ADDED & REPLACED,"3,100",
267,2016,OCT THRU DEC,,WEST VIRGINIA,54,,ADDED & REPLACED,80,
268,2016,OCT THRU DEC,,WISCONSIN,55,,ADDED & REPLACED,10,
269,2016,OCT THRU DEC,,WYOMING,56,,ADDED & REPLACED,50,
270,2015,JAN THRU MAR,,ALABAMA,1,,ADDED & REPLACED,"2,800",
271,2015,JAN THRU MAR,,ARIZONA,4,,ADDED & REPLACED,"3,400",
272,2015,JAN THRU MAR,,ARKANSAS,5,,ADDED & REPLACED,"1,200",
273,2015,JAN THRU MAR,,CALIFORNIA,6,,ADDED & REPLACED,"250,000",
274,2015,JAN THRU MAR,,COLORADO,8,,ADDED & REPLACED,200,
275,2015,JAN THRU MAR,,CONNECTICUT,9,,ADDED & REPLACED,290,
276,2015,JAN THRU MAR,,FLORIDA,12,,ADDED & REPLACED,"54,000",
277,2015,JAN THRU MAR,,GEORGIA,13,,ADDED & REPLACED,"47,000",
278,2015,JAN THRU MAR,,HAWAII,15,,ADDED & REPLACED,"3,400",
279,2015,JAN THRU MAR,,IDAHO,16,,ADDED & REPLACED,"2,600",
280,2015,JAN THRU MAR,,ILLINOIS,17,,ADDED & REPLACED,"2,300",
281,2015,JAN THRU MAR,,INDIANA,18,,ADDED & REPLACED,490,
282,2015,JAN THRU MAR,,IOWA,19,,ADDED & REPLACED,"1,700",
283,2015,JAN THRU MAR,,KANSAS,20,,ADDED & REPLACED,450,
284,2015,JAN THRU MAR,,KENTUCKY,21,,ADDED & REPLACED,250,
285,2015,JAN THRU MAR,,LOUISIANA,22,,ADDED & REPLACED,"3,100",
286,2015,JAN THRU MAR,,MAINE,23,,ADDED & REPLACED,20,
287,2015,JAN THRU MAR,,MARYLAND,24,,ADDED & REPLACED,"1,600",
288,2015,JAN THRU MAR,,MASSACHUSETTS,25,,ADDED & REPLACED,260,
289,2015,JAN THRU MAR,,MICHIGAN,26,,ADDED & REPLACED,"7,500",
290,2015,JAN THRU MAR,,MINNESOTA,27,,ADDED & REPLACED,690,
291,2015,JAN THRU MAR,,MISSISSIPPI,28,,ADDED & REPLACED,"22,000",
292,2015,JAN THRU MAR,,MISSOURI,29,,ADDED & REPLACED,220,
293,2015,JAN THRU MAR,,MONTANA,30,,ADDED & REPLACED,"1,400",
294,2015,JAN THRU MAR,,NEBRASKA,31,,ADDED & REPLACED,120,
295,2015,JAN THRU MAR,,NEW JERSEY,34,,ADDED & REPLACED,570,
296,2015,JAN THRU MAR,,NEW MEXICO,35,,ADDED & REPLACED,190,
297,2015,JAN THRU MAR,,NEW YORK,36,,ADDED & REPLACED,430,
298,2015,JAN THRU MAR,,NORTH CAROLINA,37,,ADDED & REPLACED,"6,000",
299,2015,JAN THRU MAR,,NORTH DAKOTA,38,,ADDED & REPLACED,"1,800",
300,2015,JAN THRU MAR,,OHIO,39,,ADDED & REPLACED,"5,000",
301,2015,JAN THRU MAR,,OKLAHOMA,40,,ADDED & REPLACED,"2,600",
302,2015,JAN THRU MAR,,OREGON,41,,ADDED & REPLACED,"4,300",
303,2015,JAN THRU MAR,,PENNSYLVANIA,42,,ADDED & REPLACED,360,
304,2015,JAN THRU MAR,,SOUTH CAROLINA,45,,ADDED & REPLACED,"2,700",
305,2015,JAN THRU MAR,,SOUTH DAKOTA,46,,ADDED & REPLACED,"8,500",
306,2015,JAN THRU MAR,,TENNESSEE,47,,ADDED & REPLACED,"1,000",
307,2015,JAN THRU MAR,,TEXAS,48,,ADDED & REPLACED,"82,000",
308,2015,JAN THRU MAR,,UTAH,49,,ADDED & REPLACED,"2,500",
309,2015,JAN THRU MAR,,VERMONT,50,,ADDED & REPLACED,"1,200",
310,2015,JAN THRU MAR,,VIRGINIA,51,,ADDED & REPLACED,800,
311,2015,JAN THRU MAR,,WASHINGTON,53,,ADDED & REPLACED,"13,500",
312,2015,JAN THRU MAR,,WEST VIRGINIA,54,,ADDED & REPLACED,570,
313,2015,JAN THRU MAR,,WISCONSIN,55,,ADDED & REPLACED,"3,100",
314,2015,JAN THRU MAR,,WYOMING,56,,ADDED & REPLACED,"2,000",
315,2015,APR THRU JUN,,ALABAMA,1,,ADDED & REPLACED,"1,900",
316,2015,APR THRU JUN,,ARIZONA,4,,ADDED & REPLACED,"19,500",
317,2015,APR THRU JUN,,ARKANSAS,5,,ADDED & REPLACED,"11,500",
318,2015,APR THRU JUN,,CALIFORNIA,6,,ADDED & REPLACED,"170,000",
319,2015,APR THRU JUN,,COLORADO,8,,ADDED & REPLACED,"6,000",
320,2015,APR THRU JUN,,CONNECTICUT,9,,ADDED & REPLACED,"1,100",
321,2015,APR THRU JUN,,FLORIDA,12,,ADDED & REPLACED,"44,000",
322,2015,APR THRU JUN,,GEORGIA,13,,ADDED & REPLACED,"25,000",
323,2015,APR THRU JUN,,HAWAII,15,,ADDED & REPLACED,"1,100",
324,2015,APR THRU JUN,,IDAHO,16,,ADDED & REPLACED,"16,500",
325,2015,APR THRU JUN,,ILLINOIS,17,,ADDED & REPLACED,"6,000",
326,2015,APR THRU JUN,,INDIANA,18,,ADDED & REPLACED,"4,900",
327,2015,APR THRU JUN,,IOWA,19,,ADDED & REPLACED,"6,500",
